TIdx,Time,NCells_S,NCells_R,NCells,DrugConcentration,rS,rR,mS,mR,dS,dR,dD,dt,NCycles,NAttemptedDivs,NFailedDivs,NDeaths,ReplicateId,InitSize,RFrac,TxName,Cost
0.0,0.0,5681.0,219.0,5900.0,0.0,0.027,0.0019295187229733744,0.0,0.0,6.830860363131369E-5,6.830860363131369E-5,0.75,1.0,0.0,0.0,0.0,0.0,1.0,0.59,0.037,0.0,0.9285363435935787
1.0,1.0,5627.0,219.0,5846.0,1.0,0.027,0.0019295187229733744,0.0,0.0,6.830860363131369E-5,6.830860363131369E-5,0.75,1.0,0.0,0.0,0.0,0.0,1.0,0.59,0.037,0.0,0.9285363435935787
2.0,2.0,5558.0,220.0,5778.0,1.0,0.027,0.0019295187229733744,0.0,0.0,6.830860363131369E-5,6.830860363131369E-5,0.75,1.0,0.0,1.0,0.0,0.0,1.0,0.59,0.037,0.0,0.9285363435935787
3.0,3.0,5508.0,221.0,5729.0,1.0,0.027,0.0019295187229733744,0.0,0.0,6.830860363131369E-5,6.830860363131369E-5,0.75,1.0,0.0,1.0,0.0,0.0,1.0,0.59,0.037,0.0,0.9285363435935787
4.0,4.0,5450.0,221.0,5671.0,1.0,0.027,0.0019295187229733744,0.0,0.0,6.830860363131369E-5,6.830860363131369E-5,0.75,1.0,0.0,0.0,0.0,0.0,1.0,0.59,0.037,0.0,0.9285363435935787
5.0,5.0,5405.0,221.0,5626.0,1.0,0.027,0.0019295187229733744,0.0,0.0,6.830860363131369E-5,6.830860363131369E-5,0.75,1.0,0.0,0.0,0.0,0.0,1.0,0.59,0.037,0.0,0.9285363435935787
6.0,6.0,5337.0,221.0,5558.0,1.0,0.027,0.0019295187229733744,0.0,0.0,6.830860363131369E-5,6.830860363131369E-5,0.75,1.0,0.0,0.0,0.0,0.0,1.0,0.59,0.037,0.0,0.9285363435935787
7.0,7.0,5291.0,222.0,5513.0,1.0,0.027,0.0019295187229733744,0.0,0.0,6.830860363131369E-5,6.830860363131369E-5,0.75,1.0,0.0,1.0,0.0,0.0,1.0,0.59,0.037,0.0,0.9285363435935787
8.0,8.0,5242.0,222.0,5464.0,1.0,0.027,0.0019295187229733744,0.0,0.0,6.830860363131369E-5,6.830860363131369E-5,0.75,1.0,0.0,0.0,0.0,0.0,1.0,0.59,0.037,0.0,0.9285363435935787
9.0,9.0,5179.0,223.0,5402.0,1.0,0.027,0.0019295187229733744,0.0,0.0,6.830860363131369E-5,6.830860363131369E-5,0.75,1.0,0.0,1.0,0.0,0.0,1.0,0.59,0.037,0.0,0.9285363435935787
