TIdx,Time,NCells_S,NCells_R,NCells,DrugConcentration,rS,rR,mS,mR,dS,dR,dD,dt,NCycles,NAttemptedDivs,NFailedDivs,NDeaths,ReplicateId,InitSize,RFrac,TxName,Cost
0.0,0.0,5681.0,219.0,5900.0,0.0,0.027,0.014050628022063449,0.0,0.0,0.012282594061507703,0.012282594061507703,0.75,1.0,0.0,0.0,0.0,0.0,1.0,0.59,0.037,0.0,0.4796063695532056
1.0,1.0,5540.0,223.0,5763.0,1.0,0.027,0.014050628022063449,0.0,0.0,0.012282594061507703,0.012282594061507703,0.75,1.0,0.0,8.0,0.0,4.0,1.0,0.59,0.037,0.0,0.4796063695532056
2.0,2.0,5404.0,219.0,5623.0,1.0,0.027,0.014050628022063449,0.0,0.0,0.012282594061507703,0.012282594061507703,0.75,1.0,0.0,1.0,1.0,4.0,1.0,0.59,0.037,0.0,0.4796063695532056
3.0,3.0,5273.0,221.0,5494.0,1.0,0.027,0.014050628022063449,0.0,0.0,0.012282594061507703,0.012282594061507703,0.75,1.0,0.0,3.0,0.0,1.0,1.0,0.59,0.037,0.0,0.4796063695532056
4.0,4.0,5149.0,223.0,5372.0,1.0,0.027,0.014050628022063449,0.0,0.0,0.012282594061507703,0.012282594061507703,0.75,1.0,0.0,5.0,1.0,2.0,1.0,0.59,0.037,0.0,0.4796063695532056
5.0,5.0,5016.0,224.0,5240.0,1.0,0.027,0.014050628022063449,0.0,0.0,0.012282594061507703,0.012282594061507703,0.75,1.0,0.0,8.0,2.0,5.0,1.0,0.59,0.037,0.0,0.4796063695532056
6.0,6.0,4871.0,227.0,5098.0,1.0,0.027,0.014050628022063449,0.0,0.0,0.012282594061507703,0.012282594061507703,0.75,1.0,0.0,3.0,0.0,0.0,1.0,0.59,0.037,0.0,0.4796063695532056
7.0,7.0,4767.0,227.0,4994.0,1.0,0.027,0.014050628022063449,0.0,0.0,0.012282594061507703,0.012282594061507703,0.75,1.0,0.0,2.0,0.0,2.0,1.0,0.59,0.037,0.0,0.4796063695532056
8.0,8.0,4674.0,230.0,4904.0,1.0,0.027,0.014050628022063449,0.0,0.0,0.012282594061507703,0.012282594061507703,0.75,1.0,0.0,4.0,0.0,1.0,1.0,0.59,0.037,0.0,0.4796063695532056
9.0,9.0,4569.0,228.0,4797.0,1.0,0.027,0.014050628022063449,0.0,0.0,0.012282594061507703,0.012282594061507703,0.75,1.0,0.0,2.0,2.0,2.0,1.0,0.59,0.037,0.0,0.4796063695532056
10.0,10.0,4439.0,231.0,4670.0,1.0,0.027,0.014050628022063449,0.0,0.0,0.012282594061507703,0.012282594061507703,0.75,1.0,0.0,5.0,1.0,1.0,1.0,0.59,0.037,0.0,0.4796063695532056
11.0,11.0,4344.0,231.0,4575.0,1.0,0.027,0.014050628022063449,0.0,0.0,0.012282594061507703,0.012282594061507703,0.75,1.0,0.0,1.0,0.0,1.0,1.0,0.59,0.037,0.0,0.4796063695532056
12.0,12.0,4235.0,231.0,4466.0,1.0,0.027,0.014050628022063449,0.0,0.0,0.012282594061507703,0.012282594061507703,0.75,1.0,0.0,2.0,0.0,2.0,1.0,0.59,0.037,0.0,0.4796063695532056
13.0,13.0,4136.0,230.0,4366.0,1.0,0.027,0.014050628022063449,0.0,0.0,0.012282594061507703,0.012282594061507703,0.75,1.0,0.0,5.0,2.0,4.0,1.0,0.59,0.037,0.0,0.4796063695532056
14.0,14.0,4013.0,230.0,4243.0,1.0,0.027,0.014050628022063449,0.0,0.0,0.012282594061507703,0.012282594061507703,0.75,1.0,0.0,5.0,1.0,4.0,1.0,0.59,0.037,0.0,0.4796063695532056
15.0,15.0,3911.0,230.0,4141.0,1.0,0.027,0.014050628022063449,0.0,0.0,0.012282594061507703,0.012282594061507703,0.75,1.0,0.0,5.0,0.0,5.0,1.0,0.59,0.037,0.0,0.4796063695532056
16.0,16.0,3816.0,230.0,4046.0,1.0,0.027,0.014050628022063449,0.0,0.0,0.012282594061507703,0.012282594061507703,0.75,1.0,0.0,3.0,1.0,2.0,1.0,0.59,0.037,0.0,0.4796063695532056
17.0,17.0,3721.0,232.0,3953.0,1.0,0.027,0.014050628022063449,0.0,0.0,0.012282594061507703,0.012282594061507703,0.75,1.0,0.0,2.0,0.0,0.0,1.0,0.59,0.037,0.0,0.4796063695532056
18.0,18.0,3636.0,230.0,3866.0,1.0,0.027,0.014050628022063449,0.0,0.0,0.012282594061507703,0.012282594061507703,0.75,1.0,0.0,1.0,0.0,3.0,1.0,0.59,0.037,0.0,0.4796063695532056
19.0,19.0,3553.0,232.0,3785.0,1.0,0.027,0.014050628022063449,0.0,0.0,0.012282594061507703,0.012282594061507703,0.75,1.0,0.0,5.0,0.0,3.0,1.0,0.59,0.037,0.0,0.4796063695532056
20.0,20.0,3473.0,230.0,3703.0,1.0,0.027,0.014050628022063449,0.0,0.0,0.012282594061507703,0.012282594061507703,0.75,1.0,0.0,0.0,0.0,2.0,1.0,0.59,0.037,0.0,0.4796063695532056
21.0,21.0,3388.0,230.0,3618.0,1.0,0.027,0.014050628022063449,0.0,0.0,0.012282594061507703,0.012282594061507703,0.75,1.0,0.0,3.0,0.0,3.0,1.0,0.59,0.037,0.0,0.4796063695532056
22.0,22.0,3303.0,230.0,3533.0,1.0,0.027,0.014050628022063449,0.0,0.0,0.012282594061507703,0.012282594061507703,0.75,1.0,0.0,3.0,0.0,3.0,1.0,0.59,0.037,0.0,0.4796063695532056
23.0,23.0,3218.0,236.0,3454.0,1.0,0.027,0.014050628022063449,0.0,0.0,0.012282594061507703,0.012282594061507703,0.75,1.0,0.0,7.0,0.0,1.0,1.0,0.59,0.037,0.0,0.4796063695532056
24.0,24.0,3138.0,238.0,3376.0,1.0,0.027,0.014050628022063449,0.0,0.0,0.012282594061507703,0.012282594061507703,0.75,1.0,0.0,3.0,0.0,1.0,1.0,0.59,0.037,0.0,0.4796063695532056
25.0,25.0,3066.0,240.0,3306.0,1.0,0.027,0.014050628022063449,0.0,0.0,0.012282594061507703,0.012282594061507703,0.75,1.0,0.0,4.0,1.0,1.0,1.0,0.59,0.037,0.0,0.4796063695532056
