,RFrac,InitialTumourSize,Cost,Turnover,ReplicateId,Time,TreatmentBranch,TTP_CT_CA,TTP_AT50_CA,AbsTimeGained_CA,RelTimeGained_CA,MaxNCycles,FinalSize_R_CT,FinalSize_R_AT,NNests,InitialMeanDist,MeanConvexity
2225,0.001,0.25,0.0,0.0,556,250,MTD,,,,,2.0,292.0,272.0,3,,0.7748549270098737
2226,0.001,0.25,0.0,0.0,556,150,AT50,,,,,2.0,292.0,272.0,3,,0.7439483015048621
2227,0.001,0.25,0.0,0.0,556,250,AT50,,,,,2.0,292.0,272.0,3,,0.7016026668256329
2228,0.001,0.25,0.0,0.0,557,150,MTD,,,,,3.0,226.0,121.0,3,,0.8592354774408629
2229,0.001,0.25,0.0,0.0,557,250,MTD,,,,,3.0,226.0,121.0,3,,0.7923260891139502
2230,0.001,0.25,0.0,0.0,557,150,AT50,,,,,3.0,226.0,121.0,3,,0.9350599263932379
2231,0.001,0.25,0.0,0.0,557,250,AT50,,,,,3.0,226.0,121.0,3,,0.7890632081887764
2232,0.001,0.25,0.0,0.0,558,150,MTD,,,,,3.0,339.0,195.0,3,,0.8396259502206398
2233,0.001,0.25,0.0,0.0,558,250,MTD,,,,,3.0,339.0,195.0,3,,0.7217544000072
2234,0.001,0.25,0.0,0.0,558,150,AT50,,,,,3.0,339.0,195.0,3,,0.8415223704558855
2235,0.001,0.25,0.0,0.0,558,250,AT50,,,,,3.0,339.0,195.0,3,,0.7387232650869363
2236,0.001,0.25,0.0,0.0,559,150,MTD,,,,,2.0,275.0,166.0,3,,0.8129862886457562
2237,0.001,0.25,0.0,0.0,559,250,MTD,,,,,2.0,275.0,166.0,3,,0.7868611108387594
2238,0.001,0.25,0.0,0.0,559,150,AT50,,,,,2.0,275.0,166.0,3,,0.8801969172932997
2239,0.001,0.25,0.0,0.0,559,250,AT50,,,,,2.0,275.0,166.0,3,,0.7537726566853241
2240,0.001,0.25,0.0,0.0,560,150,MTD,,,,,2.0,266.0,165.0,2,,0.7371730241383221
2241,0.001,0.25,0.0,0.0,560,250,MTD,,,,,2.0,266.0,165.0,2,,0.7435126667978079
2242,0.001,0.25,0.0,0.0,560,150,AT50,,,,,2.0,266.0,165.0,3,,0.8961892402180612
2243,0.001,0.25,0.0,0.0,560,250,AT50,,,,,2.0,266.0,165.0,2,,0.6682222630843795
2244,0.001,0.25,0.0,0.0,561,150,MTD,,,,,2.0,367.0,241.0,3,,0.7824944378233768
2245,0.001,0.25,0.0,0.0,561,250,MTD,,,,,2.0,367.0,241.0,3,,0.7386164996348473
2246,0.001,0.25,0.0,0.0,561,150,AT50,,,,,2.0,367.0,241.0,3,,0.8316110646311792
2247,0.001,0.25,0.0,0.0,561,250,AT50,,,,,2.0,367.0,241.0,3,,0.7731635808404093
2248,0.001,0.25,0.0,0.0,562,150,MTD,,,,,2.0,320.0,199.0,3,,0.8423734667481441
2249,0.001,0.25,0.0,0.0,562,250,MTD,,,,,2.0,320.0,199.0,3,,0.7285347408351894
2250,0.001,0.25,0.0,0.0,562,150,AT50,,,,,2.0,320.0,199.0,3,,0.9113011130288723
2251,0.001,0.25,0.0,0.0,562,250,AT50,,,,,2.0,320.0,199.0,3,,0.8167479077540971
2252,0.001,0.25,0.0,0.0,563,150,MTD,,,,,3.0,290.0,137.0,3,,0.8680224550269483
2253,0.001,0.25,0.0,0.0,563,250,MTD,,,,,3.0,290.0,137.0,3,,0.796999904660142
2254,0.001,0.25,0.0,0.0,563,150,AT50,,,,,3.0,290.0,137.0,3,,0.833170326489651
2255,0.001,0.25,0.0,0.0,563,250,AT50,,,,,3.0,290.0,137.0,3,,0.79325410116336
2256,0.001,0.25,0.0,0.0,564,150,MTD,,,,,2.0,355.0,186.0,3,,0.7738346451452536
2257,0.001,0.25,0.0,0.0,564,250,MTD,,,,,2.0,355.0,186.0,3,,0.7509166847921307
2258,0.001,0.25,0.0,0.0,564,150,AT50,,,,,2.0,355.0,186.0,3,,0.8204228538378494
2259,0.001,0.25,0.0,0.0,564,250,AT50,,,,,2.0,355.0,186.0,3,,0.7165720293153965
2260,0.001,0.25,0.0,0.0,565,150,MTD,,,,,2.0,413.0,332.0,3,,0.7220133512183892
2261,0.001,0.25,0.0,0.0,565,250,MTD,,,,,2.0,413.0,332.0,3,,0.7251385536665893
2262,0.001,0.25,0.0,0.0,565,150,AT50,,,,,2.0,413.0,332.0,3,,0.7980690888800185
2263,0.001,0.25,0.0,0.0,565,250,AT50,,,,,2.0,413.0,332.0,3,,0.7083390106516466
2264,0.001,0.25,0.0,0.0,566,150,MTD,,,,,2.0,370.0,290.0,3,,0.8502140486369428
2265,0.001,0.25,0.0,0.0,566,250,MTD,,,,,2.0,370.0,290.0,3,,0.7748133006231397
2266,0.001,0.25,0.0,0.0,566,150,AT50,,,,,2.0,370.0,290.0,3,,0.8292344846503458
2267,0.001,0.25,0.0,0.0,566,250,AT50,,,,,2.0,370.0,290.0,3,,0.7374949130270886
2268,0.001,0.25,0.0,0.0,567,150,MTD,,,,,2.0,329.0,226.0,3,,0.771905948594763
2269,0.001,0.25,0.0,0.0,567,250,MTD,,,,,2.0,329.0,226.0,3,,0.7655389003014464
2270,0.001,0.25,0.0,0.0,567,150,AT50,,,,,2.0,329.0,226.0,3,,0.8660672568738953
2271,0.001,0.25,0.0,0.0,567,250,AT50,,,,,2.0,329.0,226.0,3,,0.7725837277386236
2272,0.001,0.25,0.0,0.0,568,150,MTD,,,,,2.0,204.0,213.0,3,,0.9279961986032331
2273,0.001,0.25,0.0,0.0,568,250,MTD,,,,,2.0,204.0,213.0,3,,0.7744073204669056
2274,0.001,0.25,0.0,0.0,568,150,AT50,,,,,2.0,204.0,213.0,3,,0.8394979170546902
2275,0.001,0.25,0.0,0.0,568,250,AT50,,,,,2.0,204.0,213.0,3,,0.7036755419335065
2276,0.001,0.25,0.0,0.0,569,150,MTD,,,,,2.0,306.0,208.0,3,,0.8121639219292677
2277,0.001,0.25,0.0,0.0,569,250,MTD,,,,,2.0,306.0,208.0,3,,0.7427121839764803
2278,0.001,0.25,0.0,0.0,569,150,AT50,,,,,2.0,306.0,208.0,3,,0.849396395416281
2279,0.001,0.25,0.0,0.0,569,250,AT50,,,,,2.0,306.0,208.0,3,,0.6752848078180927
2280,0.001,0.25,0.0,0.0,570,150,MTD,,,,,2.0,260.0,238.0,3,,0.7788515874680604
2281,0.001,0.25,0.0,0.0,570,250,MTD,,,,,2.0,260.0,238.0,3,,0.7670520395270947
2282,0.001,0.25,0.0,0.0,570,150,AT50,,,,,2.0,260.0,238.0,3,,0.8356395008798199
2283,0.001,0.25,0.0,0.0,570,250,AT50,,,,,2.0,260.0,238.0,3,,0.6975077728190727
2284,0.001,0.25,0.0,0.0,571,150,MTD,,,,,2.0,277.0,193.0,2,,0.7038006408738069
2285,0.001,0.25,0.0,0.0,571,250,MTD,,,,,2.0,277.0,193.0,2,,0.691918748912843
2286,0.001,0.25,0.0,0.0,571,150,AT50,,,,,2.0,277.0,193.0,2,,0.807989029307562
2287,0.001,0.25,0.0,0.0,571,250,AT50,,,,,2.0,277.0,193.0,2,,0.7078448297830251
2288,0.001,0.25,0.0,0.0,572,150,MTD,,,,,2.0,321.0,201.0,3,,0.8125428126548284
2289,0.001,0.25,0.0,0.0,572,250,MTD,,,,,2.0,321.0,201.0,3,,0.7001513624915564
2290,0.001,0.25,0.0,0.0,572,150,AT50,,,,,2.0,321.0,201.0,3,,0.8406244676938517
2291,0.001,0.25,0.0,0.0,572,250,AT50,,,,,2.0,321.0,201.0,3,,0.7386698661206715
2292,0.001,0.25,0.0,0.0,573,150,MTD,,,,,2.0,305.0,214.0,3,,0.793482565827906
2293,0.001,0.25,0.0,0.0,573,250,MTD,,,,,2.0,305.0,214.0,3,,0.7883409302062067
2294,0.001,0.25,0.0,0.0,573,150,AT50,,,,,2.0,305.0,214.0,3,,0.8487993979578891
2295,0.001,0.25,0.0,0.0,573,250,AT50,,,,,2.0,305.0,214.0,3,,0.6955464749136738
2296,0.001,0.25,0.0,0.0,574,150,MTD,,,,,3.0,334.0,135.0,3,,0.7959642241506569
2297,0.001,0.25,0.0,0.0,574,250,MTD,,,,,3.0,334.0,135.0,3,,0.7669878234156373
2298,0.001,0.25,0.0,0.0,574,150,AT50,,,,,3.0,334.0,135.0,3,,0.8863488441482771
2299,0.001,0.25,0.0,0.0,574,250,AT50,,,,,3.0,334.0,135.0,3,,0.7945976993355929
2300,0.001,0.25,0.0,0.0,575,150,MTD,,,,,2.0,285.0,247.0,3,,0.876685494774368
2301,0.001,0.25,0.0,0.0,575,250,MTD,,,,,2.0,285.0,247.0,3,,0.7928226640905764
2302,0.001,0.25,0.0,0.0,575,150,AT50,,,,,2.0,285.0,247.0,3,,0.8540095409193077
2303,0.001,0.25,0.0,0.0,575,250,AT50,,,,,2.0,285.0,247.0,3,,0.7121993823316912
2304,0.001,0.25,0.0,0.0,576,150,MTD,,,,,2.0,266.0,177.0,3,,0.863761165611538
2305,0.001,0.25,0.0,0.0,576,250,MTD,,,,,2.0,266.0,177.0,2,,0.708562910071163
2306,0.001,0.25,0.0,0.0,576,150,AT50,,,,,2.0,266.0,177.0,2,,0.8099261164883473
2307,0.001,0.25,0.0,0.0,576,250,AT50,,,,,2.0,266.0,177.0,2,,0.7312616860122942
2308,0.001,0.25,0.0,0.0,577,150,MTD,,,,,2.0,328.0,314.0,3,,0.771532702287387
2309,0.001,0.25,0.0,0.0,577,250,MTD,,,,,2.0,328.0,314.0,3,,0.7538800930218813
2310,0.001,0.25,0.0,0.0,577,150,AT50,,,,,2.0,328.0,314.0,3,,0.8323499980176142
2311,0.001,0.25,0.0,0.0,577,250,AT50,,,,,2.0,328.0,314.0,3,,0.6984609594990966
2312,0.001,0.25,0.0,0.0,578,150,MTD,,,,,2.0,310.0,224.0,3,,0.7933141132598527
2313,0.001,0.25,0.0,0.0,578,250,MTD,,,,,2.0,310.0,224.0,2,,0.7522200711982743
2314,0.001,0.25,0.0,0.0,578,150,AT50,,,,,2.0,310.0,224.0,2,,0.7296513039743262
2315,0.001,0.25,0.0,0.0,578,250,AT50,,,,,2.0,310.0,224.0,2,,0.6587484200835503
2316,0.001,0.25,0.0,0.0,579,150,MTD,,,,,2.0,270.0,224.0,3,,0.8624750392900791
2317,0.001,0.25,0.0,0.0,579,250,MTD,,,,,2.0,270.0,224.0,3,,0.7717353824276945
2318,0.001,0.25,0.0,0.0,579,150,AT50,,,,,2.0,270.0,224.0,3,,0.8753853051616957
2319,0.001,0.25,0.0,0.0,579,250,AT50,,,,,2.0,270.0,224.0,3,,0.7280061239269497
2320,0.001,0.25,0.0,0.0,580,150,MTD,,,,,2.0,316.0,180.0,3,,0.8742136251169687
2321,0.001,0.25,0.0,0.0,580,250,MTD,,,,,2.0,316.0,180.0,3,,0.7618820032636173
2322,0.001,0.25,0.0,0.0,580,150,AT50,,,,,2.0,316.0,180.0,3,,0.9008440874301901
2323,0.001,0.25,0.0,0.0,580,250,AT50,,,,,2.0,316.0,180.0,3,,0.7727000359627945
2324,0.001,0.25,0.0,0.0,581,150,MTD,,,,,2.0,304.0,143.0,3,,0.9112191912737235
2325,0.001,0.25,0.0,0.0,581,250,MTD,,,,,2.0,304.0,143.0,3,,0.7812959612452074
2326,0.001,0.25,0.0,0.0,581,150,AT50,,,,,2.0,304.0,143.0,3,,0.898452600927885
2327,0.001,0.25,0.0,0.0,581,250,AT50,,,,,2.0,304.0,143.0,3,,0.7625381392390199
2328,0.001,0.25,0.0,0.0,582,150,MTD,,,,,2.0,250.0,236.0,3,,0.8647962798689491
2329,0.001,0.25,0.0,0.0,582,250,MTD,,,,,2.0,250.0,236.0,3,,0.7276842649693599
2330,0.001,0.25,0.0,0.0,582,150,AT50,,,,,2.0,250.0,236.0,3,,0.8421451995483653
2331,0.001,0.25,0.0,0.0,582,250,AT50,,,,,2.0,250.0,236.0,3,,0.691065853575898
2332,0.001,0.25,0.0,0.0,583,150,MTD,,,,,3.0,339.0,167.0,3,,0.8275567010575781
2333,0.001,0.25,0.0,0.0,583,250,MTD,,,,,3.0,339.0,167.0,3,,0.7494615662873914
2334,0.001,0.25,0.0,0.0,583,150,AT50,,,,,3.0,339.0,167.0,3,,0.8398739606115053
2335,0.001,0.25,0.0,0.0,583,250,AT50,,,,,3.0,339.0,167.0,3,,0.7992383444024043
2336,0.001,0.25,0.0,0.0,584,150,MTD,,,,,2.0,270.0,207.0,3,,0.9186667240630196
2337,0.001,0.25,0.0,0.0,584,250,MTD,,,,,2.0,270.0,207.0,2,,0.7290533853581619
2338,0.001,0.25,0.0,0.0,584,150,AT50,,,,,2.0,270.0,207.0,3,,0.862777960481058
2339,0.001,0.25,0.0,0.0,584,250,AT50,,,,,2.0,270.0,207.0,2,,0.6629103177654438
2340,0.001,0.25,0.0,0.0,585,150,MTD,,,,,2.0,334.0,168.0,3,,0.860351028232447
2341,0.001,0.25,0.0,0.0,585,250,MTD,,,,,2.0,334.0,168.0,3,,0.7751192564327284
2342,0.001,0.25,0.0,0.0,585,150,AT50,,,,,2.0,334.0,168.0,3,,0.8532847528688251
2343,0.001,0.25,0.0,0.0,585,250,AT50,,,,,2.0,334.0,168.0,3,,0.719778149091653
2344,0.001,0.25,0.0,0.0,586,150,MTD,,,,,2.0,273.0,171.0,3,,0.8577562951219212
2345,0.001,0.25,0.0,0.0,586,250,MTD,,,,,2.0,273.0,171.0,3,,0.7926849997338045
2346,0.001,0.25,0.0,0.0,586,150,AT50,,,,,2.0,273.0,171.0,3,,0.864059504025724
2347,0.001,0.25,0.0,0.0,586,250,AT50,,,,,2.0,273.0,171.0,3,,0.7433156785534875
2348,0.001,0.25,0.0,0.0,587,150,MTD,,,,,2.0,325.0,297.0,3,,0.8180765707337793
2349,0.001,0.25,0.0,0.0,587,250,MTD,,,,,2.0,325.0,297.0,3,,0.7436081877306728
2350,0.001,0.25,0.0,0.0,587,150,AT50,,,,,2.0,325.0,297.0,3,,0.805240760355868
2351,0.001,0.25,0.0,0.0,587,250,AT50,,,,,2.0,325.0,297.0,3,,0.7553795106956486
2352,0.001,0.25,0.0,0.0,588,150,MTD,,,,,2.0,338.0,118.0,3,,0.8190705809283907
2353,0.001,0.25,0.0,0.0,588,250,MTD,,,,,2.0,338.0,118.0,2,,0.7307152582065995
2354,0.001,0.25,0.0,0.0,588,150,AT50,,,,,2.0,338.0,118.0,3,,0.8943458716585573
2355,0.001,0.25,0.0,0.0,588,250,AT50,,,,,2.0,338.0,118.0,3,,0.8228584348220506
2356,0.001,0.25,0.0,0.0,589,150,MTD,,,,,2.0,315.0,293.0,3,,0.8607739048835525
2357,0.001,0.25,0.0,0.0,589,250,MTD,,,,,2.0,315.0,293.0,3,,0.7721702838725402
2358,0.001,0.25,0.0,0.0,589,150,AT50,,,,,2.0,315.0,293.0,3,,0.8436698572647795
2359,0.001,0.25,0.0,0.0,589,250,AT50,,,,,2.0,315.0,293.0,3,,0.7934758806201921
2360,0.001,0.25,0.0,0.0,590,150,MTD,,,,,3.0,180.0,164.0,3,,0.8612775318184188
2361,0.001,0.25,0.0,0.0,590,250,MTD,,,,,3.0,180.0,164.0,3,,0.8314930951376711
2362,0.001,0.25,0.0,0.0,590,150,AT50,,,,,3.0,180.0,164.0,3,,0.8745092075159683
2363,0.001,0.25,0.0,0.0,590,250,AT50,,,,,3.0,180.0,164.0,3,,0.7151779168927282
2364,0.001,0.25,0.0,0.0,591,150,MTD,,,,,2.0,306.0,253.0,3,,0.8652569874683849
2365,0.001,0.25,0.0,0.0,591,250,MTD,,,,,2.0,306.0,253.0,3,,0.7618258225043816
2366,0.001,0.25,0.0,0.0,591,150,AT50,,,,,2.0,306.0,253.0,3,,0.8308861951928109
2367,0.001,0.25,0.0,0.0,591,250,AT50,,,,,2.0,306.0,253.0,3,,0.7269593090959855
2368,0.001,0.25,0.0,0.0,592,150,MTD,,,,,2.0,377.0,233.0,3,,0.8666504169533873
2369,0.001,0.25,0.0,0.0,592,250,MTD,,,,,2.0,377.0,233.0,3,,0.6858202669572034
2370,0.001,0.25,0.0,0.0,592,150,AT50,,,,,2.0,377.0,233.0,3,,0.8540217658988484
2371,0.001,0.25,0.0,0.0,592,250,AT50,,,,,2.0,377.0,233.0,3,,0.7251902753517244
2372,0.001,0.25,0.0,0.0,593,150,MTD,,,,,2.0,314.0,243.0,3,,0.8018813459520139
2373,0.001,0.25,0.0,0.0,593,250,MTD,,,,,2.0,314.0,243.0,3,,0.7923360894036886
2374,0.001,0.25,0.0,0.0,593,150,AT50,,,,,2.0,314.0,243.0,3,,0.7899841397497861
2375,0.001,0.25,0.0,0.0,593,250,AT50,,,,,2.0,314.0,243.0,3,,0.7655342724072424
2376,0.001,0.25,0.0,0.0,594,150,MTD,,,,,2.0,238.0,161.0,3,,0.8351498571240344
2377,0.001,0.25,0.0,0.0,594,250,MTD,,,,,2.0,238.0,161.0,3,,0.7403764020647019
2378,0.001,0.25,0.0,0.0,594,150,AT50,,,,,2.0,238.0,161.0,3,,0.8800935147241408
2379,0.001,0.25,0.0,0.0,594,250,AT50,,,,,2.0,238.0,161.0,3,,0.7756152162875201
2380,0.001,0.25,0.0,0.0,595,150,MTD,,,,,3.0,344.0,213.0,3,,0.886941680869919
2381,0.001,0.25,0.0,0.0,595,250,MTD,,,,,3.0,344.0,213.0,3,,0.7808590932739404
2382,0.001,0.25,0.0,0.0,595,150,AT50,,,,,3.0,344.0,213.0,3,,0.8872944494687817
2383,0.001,0.25,0.0,0.0,595,250,AT50,,,,,3.0,344.0,213.0,3,,0.7489000042177768
2384,0.001,0.25,0.0,0.0,596,150,MTD,,,,,2.0,328.0,234.0,3,,0.8076657968987572
2385,0.001,0.25,0.0,0.0,596,250,MTD,,,,,2.0,328.0,234.0,3,,0.7498022985274017
2386,0.001,0.25,0.0,0.0,596,150,AT50,,,,,2.0,328.0,234.0,3,,0.8009175285012113
2387,0.001,0.25,0.0,0.0,596,250,AT50,,,,,2.0,328.0,234.0,3,,0.7805460575981419
2388,0.001,0.25,0.0,0.0,597,150,MTD,,,,,2.0,302.0,286.0,3,,0.826549576419427
2389,0.001,0.25,0.0,0.0,597,250,MTD,,,,,2.0,302.0,286.0,3,,0.7527855753250926
2390,0.001,0.25,0.0,0.0,597,150,AT50,,,,,2.0,302.0,286.0,3,,0.7629482024167021
2391,0.001,0.25,0.0,0.0,597,250,AT50,,,,,2.0,302.0,286.0,3,,0.7164023269377152
2392,0.001,0.25,0.0,0.0,598,150,MTD,,,,,2.0,376.0,206.0,3,,0.786176570012739
2393,0.001,0.25,0.0,0.0,598,250,MTD,,,,,2.0,376.0,206.0,3,,0.7454845540818672
2394,0.001,0.25,0.0,0.0,598,150,AT50,,,,,2.0,376.0,206.0,3,,0.77835800832673
2395,0.001,0.25,0.0,0.0,598,250,AT50,,,,,2.0,376.0,206.0,3,,0.7453185585368775
2396,0.001,0.25,0.0,0.0,599,150,MTD,,,,,2.0,343.0,195.0,3,,0.8581013142937662
2397,0.001,0.25,0.0,0.0,599,250,MTD,,,,,2.0,343.0,195.0,3,,0.7565934415359168
2398,0.001,0.25,0.0,0.0,599,150,AT50,,,,,2.0,343.0,195.0,3,,0.8603320968358119
2399,0.001,0.25,0.0,0.0,599,250,AT50,,,,,2.0,343.0,195.0,3,,0.7908880709262341
2400,0.001,0.25,0.0,0.0,600,150,MTD,,,,,2.0,339.0,270.0,3,,0.8801611720519594
2401,0.001,0.25,0.0,0.0,600,250,MTD,,,,,2.0,339.0,270.0,2,,0.6379325243817684
2402,0.001,0.25,0.0,0.0,600,150,AT50,,,,,2.0,339.0,270.0,3,,0.809948948830247
2403,0.001,0.25,0.0,0.0,600,250,AT50,,,,,2.0,339.0,270.0,3,,0.6856687748489225
2404,0.001,0.25,0.0,0.0,601,150,MTD,,,,,2.0,234.0,197.0,3,,0.8401206058353962
2405,0.001,0.25,0.0,0.0,601,250,MTD,,,,,2.0,234.0,197.0,3,,0.7474547664528163
2406,0.001,0.25,0.0,0.0,601,150,AT50,,,,,2.0,234.0,197.0,3,,0.8888973027933167
2407,0.001,0.25,0.0,0.0,601,250,AT50,,,,,2.0,234.0,197.0,3,,0.7641486427051526
2408,0.001,0.25,0.0,0.0,602,150,MTD,,,,,2.0,231.0,193.0,3,,0.835284762180665
2409,0.001,0.25,0.0,0.0,602,250,MTD,,,,,2.0,231.0,193.0,3,,0.8089318319009959
2410,0.001,0.25,0.0,0.0,602,150,AT50,,,,,2.0,231.0,193.0,3,,0.8606660031462355
2411,0.001,0.25,0.0,0.0,602,250,AT50,,,,,2.0,231.0,193.0,3,,0.7766404975160116
2412,0.001,0.25,0.0,0.0,603,150,MTD,,,,,2.0,160.0,166.0,3,,0.9310422262168578
2413,0.001,0.25,0.0,0.0,603,250,MTD,,,,,2.0,160.0,166.0,3,,0.8219149387125162
2414,0.001,0.25,0.0,0.0,603,150,AT50,,,,,2.0,160.0,166.0,3,,0.9013566227725143
2415,0.001,0.25,0.0,0.0,603,250,AT50,,,,,2.0,160.0,166.0,3,,0.7636125342252799
2416,0.001,0.25,0.0,0.0,604,150,MTD,,,,,2.0,238.0,255.0,3,,0.8234396933813696
2417,0.001,0.25,0.0,0.0,604,250,MTD,,,,,2.0,238.0,255.0,3,,0.749400856853217
2418,0.001,0.25,0.0,0.0,604,150,AT50,,,,,2.0,238.0,255.0,3,,0.8314022474734516
2419,0.001,0.25,0.0,0.0,604,250,AT50,,,,,2.0,238.0,255.0,3,,0.7388832468469579
2420,0.001,0.25,0.0,0.0,605,150,MTD,,,,,2.0,416.0,321.0,3,,0.8075090265711308
2421,0.001,0.25,0.0,0.0,605,250,MTD,,,,,2.0,416.0,321.0,3,,0.7140312594331436
2422,0.001,0.25,0.0,0.0,605,150,AT50,,,,,2.0,416.0,321.0,3,,0.8603589817544228
2423,0.001,0.25,0.0,0.0,605,250,AT50,,,,,2.0,416.0,321.0,3,,0.692328692638528
2424,0.001,0.25,0.0,0.0,606,150,MTD,,,,,2.0,241.0,198.0,3,,0.8869382786724955
2425,0.001,0.25,0.0,0.0,606,250,MTD,,,,,2.0,241.0,198.0,3,,0.8541370694028266
2426,0.001,0.25,0.0,0.0,606,150,AT50,,,,,2.0,241.0,198.0,3,,0.8486549839711364
2427,0.001,0.25,0.0,0.0,606,250,AT50,,,,,2.0,241.0,198.0,3,,0.7674122479515932
2428,0.001,0.25,0.0,0.0,607,150,MTD,,,,,2.0,226.0,157.0,3,,0.8955937071903688
2429,0.001,0.25,0.0,0.0,607,250,MTD,,,,,2.0,226.0,157.0,3,,0.8192587046551175
2430,0.001,0.25,0.0,0.0,607,150,AT50,,,,,2.0,226.0,157.0,3,,0.8546561249170738
2431,0.001,0.25,0.0,0.0,607,250,AT50,,,,,2.0,226.0,157.0,3,,0.7474368671110181
2432,0.001,0.25,0.0,0.0,608,150,MTD,,,,,2.0,357.0,275.0,3,,0.8272980479542907
2433,0.001,0.25,0.0,0.0,608,250,MTD,,,,,2.0,357.0,275.0,3,,0.7860829644955901
2434,0.001,0.25,0.0,0.0,608,150,AT50,,,,,2.0,357.0,275.0,3,,0.771380870640633
2435,0.001,0.25,0.0,0.0,608,250,AT50,,,,,2.0,357.0,275.0,3,,0.755578707286554
2436,0.001,0.25,0.0,0.0,609,150,MTD,,,,,2.0,424.0,244.0,3,,0.8370516393452861
2437,0.001,0.25,0.0,0.0,609,250,MTD,,,,,2.0,424.0,244.0,3,,0.7160495540858173
2438,0.001,0.25,0.0,0.0,609,150,AT50,,,,,2.0,424.0,244.0,3,,0.8449080486794087
2439,0.001,0.25,0.0,0.0,609,250,AT50,,,,,2.0,424.0,244.0,3,,0.701965466218207
2440,0.001,0.25,0.0,0.0,610,150,MTD,,,,,2.0,391.0,271.0,3,,0.7273268218050326
2441,0.001,0.25,0.0,0.0,610,250,MTD,,,,,2.0,391.0,271.0,3,,0.77647452145171
2442,0.001,0.25,0.0,0.0,610,150,AT50,,,,,2.0,391.0,271.0,3,,0.8162676719400516
2443,0.001,0.25,0.0,0.0,610,250,AT50,,,,,2.0,391.0,271.0,3,,0.7435008186436898
2444,0.001,0.25,0.0,0.0,611,150,MTD,,,,,2.0,194.0,208.0,3,,0.9159282166400772
2445,0.001,0.25,0.0,0.0,611,250,MTD,,,,,2.0,194.0,208.0,3,,0.7760558477354315
2446,0.001,0.25,0.0,0.0,611,150,AT50,,,,,2.0,194.0,208.0,3,,0.8601403397837623
2447,0.001,0.25,0.0,0.0,611,250,AT50,,,,,2.0,194.0,208.0,2,,0.7349986683376727
2448,0.001,0.25,0.0,0.0,612,150,MTD,,,,,2.0,262.0,187.0,3,,0.8963595959837799
2449,0.001,0.25,0.0,0.0,612,250,MTD,,,,,2.0,262.0,187.0,3,,0.7366960490891383
2450,0.001,0.25,0.0,0.0,612,150,AT50,,,,,2.0,262.0,187.0,3,,0.9019835459627442
2451,0.001,0.25,0.0,0.0,612,250,AT50,,,,,2.0,262.0,187.0,3,,0.7480890971290283
2452,0.001,0.25,0.0,0.0,613,150,MTD,,,,,2.0,322.0,299.0,2,,0.8312653044478227
2453,0.001,0.25,0.0,0.0,613,250,MTD,,,,,2.0,322.0,299.0,2,,0.7614627107395793
2454,0.001,0.25,0.0,0.0,613,150,AT50,,,,,2.0,322.0,299.0,2,,0.6765349583012582
2455,0.001,0.25,0.0,0.0,613,250,AT50,,,,,2.0,322.0,299.0,2,,0.6935552180047169
2456,0.001,0.25,0.0,0.0,614,150,MTD,,,,,2.0,342.0,226.0,3,,0.8195502503352251
2457,0.001,0.25,0.0,0.0,614,250,MTD,,,,,2.0,342.0,226.0,3,,0.6432978574550986
2458,0.001,0.25,0.0,0.0,614,150,AT50,,,,,2.0,342.0,226.0,3,,0.846930238229671
2459,0.001,0.25,0.0,0.0,614,250,AT50,,,,,2.0,342.0,226.0,3,,0.7982067588451511
2460,0.001,0.25,0.0,0.0,615,150,MTD,,,,,2.0,249.0,190.0,3,,0.8794751829173685
2461,0.001,0.25,0.0,0.0,615,250,MTD,,,,,2.0,249.0,190.0,3,,0.7689552193458803
2462,0.001,0.25,0.0,0.0,615,150,AT50,,,,,2.0,249.0,190.0,3,,0.8573587702829393
2463,0.001,0.25,0.0,0.0,615,250,AT50,,,,,2.0,249.0,190.0,3,,0.7632229127690122
2464,0.001,0.25,0.0,0.0,616,150,MTD,,,,,2.0,400.0,361.0,3,,0.8299804138035594
2465,0.001,0.25,0.0,0.0,616,250,MTD,,,,,2.0,400.0,361.0,3,,0.7945860436018212
2466,0.001,0.25,0.0,0.0,616,150,AT50,,,,,2.0,400.0,361.0,3,,0.8282725883016157
2467,0.001,0.25,0.0,0.0,616,250,AT50,,,,,2.0,400.0,361.0,3,,0.7285095830858754
2468,0.001,0.25,0.0,0.0,617,150,MTD,,,,,3.0,258.0,124.0,3,,0.8483751523247683
2469,0.001,0.25,0.0,0.0,617,250,MTD,,,,,3.0,258.0,124.0,3,,0.8054481682830391
2470,0.001,0.25,0.0,0.0,617,150,AT50,,,,,3.0,258.0,124.0,3,,0.9304002609528866
2471,0.001,0.25,0.0,0.0,617,250,AT50,,,,,3.0,258.0,124.0,3,,0.8260268587873432
2472,0.001,0.25,0.0,0.0,618,150,MTD,,,,,2.0,397.0,333.0,3,,0.8360945149406739
2473,0.001,0.25,0.0,0.0,618,250,MTD,,,,,2.0,397.0,333.0,3,,0.6669750741489259
2474,0.001,0.25,0.0,0.0,618,150,AT50,,,,,2.0,397.0,333.0,3,,0.7889666341736906
2475,0.001,0.25,0.0,0.0,618,250,AT50,,,,,2.0,397.0,333.0,3,,0.6851236861001424
2476,0.001,0.25,0.0,0.0,619,150,MTD,,,,,2.0,146.0,245.0,3,,0.8912895189895519
