,RFrac,InitialTumourSize,Cost,Turnover,ReplicateId,Time,TreatmentBranch,TTP_CT_CA,TTP_AT50_CA,AbsTimeGained_CA,RelTimeGained_CA,MaxNCycles,FinalSize_R_CT,FinalSize_R_AT,NNests,InitialMeanDist,MeanConvexity
618,0.001,0.25,0.0,0.0,154,150,AT50,,,,,2.0,255.0,193.0,3,,0.8380898331428338
619,0.001,0.25,0.0,0.0,154,250,AT50,,,,,2.0,255.0,193.0,3,,0.7817781159552526
620,0.001,0.25,0.0,0.0,155,150,MTD,,,,,3.0,255.0,131.0,3,,0.8644771999841286
621,0.001,0.25,0.0,0.0,155,250,MTD,,,,,3.0,255.0,131.0,3,,0.7424290500209135
622,0.001,0.25,0.0,0.0,155,150,AT50,,,,,3.0,255.0,131.0,3,,0.906133802443447
623,0.001,0.25,0.0,0.0,155,250,AT50,,,,,3.0,255.0,131.0,3,,0.7733050464402612
624,0.001,0.25,0.0,0.0,156,150,MTD,,,,,2.0,371.0,317.0,3,,0.8407346274677477
625,0.001,0.25,0.0,0.0,156,250,MTD,,,,,2.0,371.0,317.0,3,,0.7332613077524709
626,0.001,0.25,0.0,0.0,156,150,AT50,,,,,2.0,371.0,317.0,3,,0.7381215148412834
627,0.001,0.25,0.0,0.0,156,250,AT50,,,,,2.0,371.0,317.0,3,,0.7643350235194415
628,0.001,0.25,0.0,0.0,157,150,MTD,,,,,2.0,337.0,339.0,3,,0.7683241662697137
629,0.001,0.25,0.0,0.0,157,250,MTD,,,,,2.0,337.0,339.0,3,,0.7466028861283185
630,0.001,0.25,0.0,0.0,157,150,AT50,,,,,2.0,337.0,339.0,3,,0.7864953448869921
631,0.001,0.25,0.0,0.0,157,250,AT50,,,,,2.0,337.0,339.0,3,,0.6656665082608954
632,0.001,0.25,0.0,0.0,158,150,MTD,,,,,2.0,339.0,233.0,3,,0.7731496903782648
633,0.001,0.25,0.0,0.0,158,250,MTD,,,,,2.0,339.0,233.0,3,,0.7587265777191948
634,0.001,0.25,0.0,0.0,158,150,AT50,,,,,2.0,339.0,233.0,3,,0.849288262023388
635,0.001,0.25,0.0,0.0,158,250,AT50,,,,,2.0,339.0,233.0,3,,0.7178495415689788
636,0.001,0.25,0.0,0.0,159,150,MTD,,,,,2.0,260.0,203.0,3,,0.8684678871078285
637,0.001,0.25,0.0,0.0,159,250,MTD,,,,,2.0,260.0,203.0,3,,0.7755693961787914
638,0.001,0.25,0.0,0.0,159,150,AT50,,,,,2.0,260.0,203.0,3,,0.8281059513320157
639,0.001,0.25,0.0,0.0,159,250,AT50,,,,,2.0,260.0,203.0,3,,0.7771445603050889
640,0.001,0.25,0.0,0.0,160,150,MTD,,,,,2.0,256.0,224.0,3,,0.8980665930588648
641,0.001,0.25,0.0,0.0,160,250,MTD,,,,,2.0,256.0,224.0,3,,0.7659715837745761
642,0.001,0.25,0.0,0.0,160,150,AT50,,,,,2.0,256.0,224.0,3,,0.8359295526988492
643,0.001,0.25,0.0,0.0,160,250,AT50,,,,,2.0,256.0,224.0,3,,0.779317145975399
644,0.001,0.25,0.0,0.0,161,150,MTD,,,,,2.0,308.0,209.0,3,,0.7801743780127938
645,0.001,0.25,0.0,0.0,161,250,MTD,,,,,2.0,308.0,209.0,3,,0.7476226870686814
646,0.001,0.25,0.0,0.0,161,150,AT50,,,,,2.0,308.0,209.0,3,,0.891671689915093
647,0.001,0.25,0.0,0.0,161,250,AT50,,,,,2.0,308.0,209.0,3,,0.7873980624395909
648,0.001,0.25,0.0,0.0,162,150,MTD,,,,,3.0,136.0,36.0,3,,0.8971362009189932
649,0.001,0.25,0.0,0.0,162,250,MTD,,,,,3.0,136.0,36.0,3,,0.8520024074393092
650,0.001,0.25,0.0,0.0,162,150,AT50,,,,,3.0,136.0,36.0,3,,1.0
651,0.001,0.25,0.0,0.0,162,250,AT50,,,,,3.0,136.0,36.0,3,,0.9357367247471045
652,0.001,0.25,0.0,0.0,163,150,MTD,,,,,2.0,224.0,190.0,3,,0.9019149610535088
653,0.001,0.25,0.0,0.0,163,250,MTD,,,,,2.0,224.0,190.0,3,,0.7905344917494448
654,0.001,0.25,0.0,0.0,163,150,AT50,,,,,2.0,224.0,190.0,3,,0.8438194262495603
655,0.001,0.25,0.0,0.0,163,250,AT50,,,,,2.0,224.0,190.0,3,,0.7853810609438953
656,0.001,0.25,0.0,0.0,164,150,MTD,,,,,2.0,250.0,130.0,3,,0.8860852096199462
657,0.001,0.25,0.0,0.0,164,250,MTD,,,,,2.0,250.0,130.0,3,,0.7835480711979844
658,0.001,0.25,0.0,0.0,164,150,AT50,,,,,2.0,250.0,130.0,3,,0.8023625567973971
659,0.001,0.25,0.0,0.0,164,250,AT50,,,,,2.0,250.0,130.0,3,,0.7708737613178993
660,0.001,0.25,0.0,0.0,165,150,MTD,,,,,2.0,157.0,242.0,3,,0.9114235910094658
661,0.001,0.25,0.0,0.0,165,250,MTD,,,,,2.0,157.0,242.0,3,,0.8394940706753458
662,0.001,0.25,0.0,0.0,165,150,AT50,,,,,2.0,157.0,242.0,3,,0.8110561272063976
663,0.001,0.25,0.0,0.0,165,250,AT50,,,,,2.0,157.0,242.0,3,,0.678330306757846
664,0.001,0.25,0.0,0.0,166,150,MTD,,,,,3.0,234.0,154.0,3,,0.8842981509674736
665,0.001,0.25,0.0,0.0,166,250,MTD,,,,,3.0,234.0,154.0,3,,0.8243470938369132
666,0.001,0.25,0.0,0.0,166,150,AT50,,,,,3.0,234.0,154.0,3,,0.8475921805150639
667,0.001,0.25,0.0,0.0,166,250,AT50,,,,,3.0,234.0,154.0,3,,0.7731143087711976
668,0.001,0.25,0.0,0.0,167,150,MTD,,,,,2.0,347.0,186.0,3,,0.7884278675847373
669,0.001,0.25,0.0,0.0,167,250,MTD,,,,,2.0,347.0,186.0,2,,0.7753487799291414
670,0.001,0.25,0.0,0.0,167,150,AT50,,,,,2.0,347.0,186.0,3,,0.9015226510773369
671,0.001,0.25,0.0,0.0,167,250,AT50,,,,,2.0,347.0,186.0,2,,0.7311243169362582
672,0.001,0.25,0.0,0.0,168,150,MTD,,,,,3.0,212.0,131.0,3,,0.8977498684475789
673,0.001,0.25,0.0,0.0,168,250,MTD,,,,,3.0,212.0,131.0,3,,0.7692726129514936
674,0.001,0.25,0.0,0.0,168,150,AT50,,,,,3.0,212.0,131.0,3,,0.9317721985420923
675,0.001,0.25,0.0,0.0,168,250,AT50,,,,,3.0,212.0,131.0,3,,0.7577296422030555
676,0.001,0.25,0.0,0.0,169,150,MTD,,,,,2.0,315.0,264.0,3,,0.8518838407088181
677,0.001,0.25,0.0,0.0,169,250,MTD,,,,,2.0,315.0,264.0,3,,0.7414801697706842
678,0.001,0.25,0.0,0.0,169,150,AT50,,,,,2.0,315.0,264.0,3,,0.801205251546813
679,0.001,0.25,0.0,0.0,169,250,AT50,,,,,2.0,315.0,264.0,3,,0.7227649927321987
680,0.001,0.25,0.0,0.0,170,150,MTD,,,,,2.0,321.0,172.0,3,,0.8682892025421508
681,0.001,0.25,0.0,0.0,170,250,MTD,,,,,2.0,321.0,172.0,3,,0.7713960104210841
682,0.001,0.25,0.0,0.0,170,150,AT50,,,,,2.0,321.0,172.0,3,,0.8644996878178016
683,0.001,0.25,0.0,0.0,170,250,AT50,,,,,2.0,321.0,172.0,3,,0.7478358064790648
684,0.001,0.25,0.0,0.0,171,150,MTD,,,,,2.0,289.0,251.0,3,,0.8158210638230398
685,0.001,0.25,0.0,0.0,171,250,MTD,,,,,2.0,289.0,251.0,3,,0.7363060415000319
686,0.001,0.25,0.0,0.0,171,150,AT50,,,,,2.0,289.0,251.0,3,,0.8620785680570989
687,0.001,0.25,0.0,0.0,171,250,AT50,,,,,2.0,289.0,251.0,3,,0.7581914962247781
688,0.001,0.25,0.0,0.0,172,150,MTD,,,,,2.0,260.0,159.0,3,,0.8774778402893539
689,0.001,0.25,0.0,0.0,172,250,MTD,,,,,2.0,260.0,159.0,3,,0.7580696282751053
690,0.001,0.25,0.0,0.0,172,150,AT50,,,,,2.0,260.0,159.0,3,,0.8391960978608521
691,0.001,0.25,0.0,0.0,172,250,AT50,,,,,2.0,260.0,159.0,3,,0.7216659249085696
692,0.001,0.25,0.0,0.0,173,150,MTD,,,,,3.0,328.0,229.0,3,,0.8219644661468578
693,0.001,0.25,0.0,0.0,173,250,MTD,,,,,3.0,328.0,229.0,3,,0.7468371957313146
694,0.001,0.25,0.0,0.0,173,150,AT50,,,,,3.0,328.0,229.0,3,,0.8487404116845246
695,0.001,0.25,0.0,0.0,173,250,AT50,,,,,3.0,328.0,229.0,3,,0.7561690027168243
696,0.001,0.25,0.0,0.0,174,150,MTD,,,,,2.0,311.0,188.0,3,,0.7641416231836841
697,0.001,0.25,0.0,0.0,174,250,MTD,,,,,2.0,311.0,188.0,3,,0.8061187984806296
698,0.001,0.25,0.0,0.0,174,150,AT50,,,,,2.0,311.0,188.0,3,,0.8674751482944133
699,0.001,0.25,0.0,0.0,174,250,AT50,,,,,2.0,311.0,188.0,3,,0.7805329239723208
700,0.001,0.25,0.0,0.0,175,150,MTD,,,,,2.0,351.0,248.0,3,,0.8251110021616826
701,0.001,0.25,0.0,0.0,175,250,MTD,,,,,2.0,351.0,248.0,3,,0.7310617861510499
702,0.001,0.25,0.0,0.0,175,150,AT50,,,,,2.0,351.0,248.0,3,,0.8503806999833515
703,0.001,0.25,0.0,0.0,175,250,AT50,,,,,2.0,351.0,248.0,3,,0.699134751718221
704,0.001,0.25,0.0,0.0,176,150,MTD,,,,,2.0,400.0,352.0,3,,0.817165042249544
705,0.001,0.25,0.0,0.0,176,250,MTD,,,,,2.0,400.0,352.0,3,,0.7596830586191858
706,0.001,0.25,0.0,0.0,176,150,AT50,,,,,2.0,400.0,352.0,3,,0.7722645919899577
707,0.001,0.25,0.0,0.0,176,250,AT50,,,,,2.0,400.0,352.0,3,,0.6859736169069222
708,0.001,0.25,0.0,0.0,177,150,MTD,,,,,2.0,184.0,159.0,3,,0.9323901167310286
709,0.001,0.25,0.0,0.0,177,250,MTD,,,,,2.0,184.0,159.0,3,,0.8047857666997462
710,0.001,0.25,0.0,0.0,177,150,AT50,,,,,2.0,184.0,159.0,3,,0.862065618793629
711,0.001,0.25,0.0,0.0,177,250,AT50,,,,,2.0,184.0,159.0,2,,0.6645927121041479
712,0.001,0.25,0.0,0.0,178,150,MTD,,,,,3.0,228.0,213.0,3,,0.8725951350682809
713,0.001,0.25,0.0,0.0,178,250,MTD,,,,,3.0,228.0,213.0,3,,0.8228830638777738
714,0.001,0.25,0.0,0.0,178,150,AT50,,,,,3.0,228.0,213.0,3,,0.8060630531137232
715,0.001,0.25,0.0,0.0,178,250,AT50,,,,,3.0,228.0,213.0,3,,0.7640105306061757
716,0.001,0.25,0.0,0.0,179,150,MTD,,,,,2.0,451.0,259.0,3,,0.7764995401264096
717,0.001,0.25,0.0,0.0,179,250,MTD,,,,,2.0,451.0,259.0,3,,0.769589641296187
718,0.001,0.25,0.0,0.0,179,150,AT50,,,,,2.0,451.0,259.0,3,,0.9138136691214082
719,0.001,0.25,0.0,0.0,179,250,AT50,,,,,2.0,451.0,259.0,3,,0.7270725934430429
720,0.001,0.25,0.0,0.0,180,150,MTD,,,,,2.0,263.0,204.0,3,,0.8597415809746293
721,0.001,0.25,0.0,0.0,180,250,MTD,,,,,2.0,263.0,204.0,2,,0.6956850410270945
722,0.001,0.25,0.0,0.0,180,150,AT50,,,,,2.0,263.0,204.0,3,,0.8571253011575166
723,0.001,0.25,0.0,0.0,180,250,AT50,,,,,2.0,263.0,204.0,2,,0.7245170186471377
724,0.001,0.25,0.0,0.0,181,150,MTD,,,,,2.0,270.0,187.0,3,,0.8770385982277062
725,0.001,0.25,0.0,0.0,181,250,MTD,,,,,2.0,270.0,187.0,3,,0.782727408259337
726,0.001,0.25,0.0,0.0,181,150,AT50,,,,,2.0,270.0,187.0,3,,0.8876866795838226
727,0.001,0.25,0.0,0.0,181,250,AT50,,,,,2.0,270.0,187.0,3,,0.7942022950931832
728,0.001,0.25,0.0,0.0,182,150,MTD,,,,,2.0,252.0,147.0,3,,0.9018325644323961
729,0.001,0.25,0.0,0.0,182,250,MTD,,,,,2.0,252.0,147.0,3,,0.7683632253837365
730,0.001,0.25,0.0,0.0,182,150,AT50,,,,,2.0,252.0,147.0,3,,0.8803184970076076
731,0.001,0.25,0.0,0.0,182,250,AT50,,,,,2.0,252.0,147.0,3,,0.7437211574819377
732,0.001,0.25,0.0,0.0,183,150,MTD,,,,,3.0,128.0,185.0,3,,0.9215146560039579
733,0.001,0.25,0.0,0.0,183,250,MTD,,,,,3.0,128.0,185.0,3,,0.8346709348790043
734,0.001,0.25,0.0,0.0,183,150,AT50,,,,,3.0,128.0,185.0,3,,0.8406232766916689
735,0.001,0.25,0.0,0.0,183,250,AT50,,,,,3.0,128.0,185.0,3,,0.7122473631321201
736,0.001,0.25,0.0,0.0,184,150,MTD,,,,,3.0,251.0,117.0,3,,0.8584866112738778
737,0.001,0.25,0.0,0.0,184,250,MTD,,,,,3.0,251.0,117.0,3,,0.7655424891614192
738,0.001,0.25,0.0,0.0,184,150,AT50,,,,,3.0,251.0,117.0,3,,0.8996194649269077
739,0.001,0.25,0.0,0.0,184,250,AT50,,,,,3.0,251.0,117.0,3,,0.795277810614205
740,0.001,0.25,0.0,0.0,185,150,MTD,,,,,2.0,295.0,192.0,3,,0.8206797978559024
741,0.001,0.25,0.0,0.0,185,250,MTD,,,,,2.0,295.0,192.0,3,,0.76874228157964
742,0.001,0.25,0.0,0.0,185,150,AT50,,,,,2.0,295.0,192.0,3,,0.8723464171842131
743,0.001,0.25,0.0,0.0,185,250,AT50,,,,,2.0,295.0,192.0,3,,0.7667539813338918
744,0.001,0.25,0.0,0.0,186,150,MTD,,,,,2.0,192.0,173.0,3,,0.8347347678855591
745,0.001,0.25,0.0,0.0,186,250,MTD,,,,,2.0,192.0,173.0,3,,0.8331611031496706
746,0.001,0.25,0.0,0.0,186,150,AT50,,,,,2.0,192.0,173.0,3,,0.7727901410873262
747,0.001,0.25,0.0,0.0,186,250,AT50,,,,,2.0,192.0,173.0,3,,0.8162879188167146
748,0.001,0.25,0.0,0.0,187,150,MTD,,,,,2.0,235.0,210.0,3,,0.8564501938848014
749,0.001,0.25,0.0,0.0,187,250,MTD,,,,,2.0,235.0,210.0,3,,0.7844330871470376
750,0.001,0.25,0.0,0.0,187,150,AT50,,,,,2.0,235.0,210.0,3,,0.8617380540551186
751,0.001,0.25,0.0,0.0,187,250,AT50,,,,,2.0,235.0,210.0,3,,0.7687581601654833
752,0.001,0.25,0.0,0.0,188,150,MTD,,,,,2.0,275.0,303.0,3,,0.8744385760068569
753,0.001,0.25,0.0,0.0,188,250,MTD,,,,,2.0,275.0,303.0,3,,0.7113677440345362
754,0.001,0.25,0.0,0.0,188,150,AT50,,,,,2.0,275.0,303.0,3,,0.8164002537779199
755,0.001,0.25,0.0,0.0,188,250,AT50,,,,,2.0,275.0,303.0,3,,0.6870807591512006
756,0.001,0.25,0.0,0.0,189,150,MTD,,,,,3.0,331.0,233.0,3,,0.831090210453452
757,0.001,0.25,0.0,0.0,189,250,MTD,,,,,3.0,331.0,233.0,3,,0.7815923904088576
758,0.001,0.25,0.0,0.0,189,150,AT50,,,,,3.0,331.0,233.0,3,,0.8032959068738732
759,0.001,0.25,0.0,0.0,189,250,AT50,,,,,3.0,331.0,233.0,3,,0.7376452696419676
760,0.001,0.25,0.0,0.0,190,150,MTD,,,,,3.0,228.0,90.0,3,,0.8591829313186493
761,0.001,0.25,0.0,0.0,190,250,MTD,,,,,3.0,228.0,90.0,3,,0.7539719359716686
762,0.001,0.25,0.0,0.0,190,150,AT50,,,,,3.0,228.0,90.0,3,,0.9527786132963825
763,0.001,0.25,0.0,0.0,190,250,AT50,,,,,3.0,228.0,90.0,3,,0.8594603735679976
764,0.001,0.25,0.0,0.0,191,150,MTD,,,,,3.0,238.0,185.0,3,,0.8306168262148962
765,0.001,0.25,0.0,0.0,191,250,MTD,,,,,3.0,238.0,185.0,2,,0.7681765860076777
766,0.001,0.25,0.0,0.0,191,150,AT50,,,,,3.0,238.0,185.0,3,,0.8274660210044197
767,0.001,0.25,0.0,0.0,191,250,AT50,,,,,3.0,238.0,185.0,2,,0.736894672818508
768,0.001,0.25,0.0,0.0,192,150,MTD,,,,,2.0,192.0,148.0,3,,0.8440242207288335
769,0.001,0.25,0.0,0.0,192,250,MTD,,,,,2.0,192.0,148.0,3,,0.7821116346964591
770,0.001,0.25,0.0,0.0,192,150,AT50,,,,,2.0,192.0,148.0,3,,0.841341799887601
771,0.001,0.25,0.0,0.0,192,250,AT50,,,,,2.0,192.0,148.0,3,,0.8067546337329611
772,0.001,0.25,0.0,0.0,193,150,MTD,,,,,3.0,243.0,135.0,3,,0.8859008980192958
773,0.001,0.25,0.0,0.0,193,250,MTD,,,,,3.0,243.0,135.0,3,,0.777532791773802
774,0.001,0.25,0.0,0.0,193,150,AT50,,,,,3.0,243.0,135.0,3,,0.9583251200530802
775,0.001,0.25,0.0,0.0,193,250,AT50,,,,,3.0,243.0,135.0,3,,0.7734738774423692
776,0.001,0.25,0.0,0.0,194,150,MTD,,,,,2.0,366.0,234.0,3,,0.8244174077959756
777,0.001,0.25,0.0,0.0,194,250,MTD,,,,,2.0,366.0,234.0,3,,0.7927449599356436
778,0.001,0.25,0.0,0.0,194,150,AT50,,,,,2.0,366.0,234.0,3,,0.7940472816171184
779,0.001,0.25,0.0,0.0,194,250,AT50,,,,,2.0,366.0,234.0,3,,0.7060113758590306
780,0.001,0.25,0.0,0.0,195,150,MTD,,,,,2.0,253.0,205.0,3,,0.8523611667276073
781,0.001,0.25,0.0,0.0,195,250,MTD,,,,,2.0,253.0,205.0,3,,0.8129303427365153
782,0.001,0.25,0.0,0.0,195,150,AT50,,,,,2.0,253.0,205.0,3,,0.8441398197896438
783,0.001,0.25,0.0,0.0,195,250,AT50,,,,,2.0,253.0,205.0,3,,0.6812979153047506
784,0.001,0.25,0.0,0.0,196,150,MTD,,,,,2.0,300.0,303.0,3,,0.8238182393911151
785,0.001,0.25,0.0,0.0,196,250,MTD,,,,,2.0,300.0,303.0,3,,0.7468475059532128
786,0.001,0.25,0.0,0.0,196,150,AT50,,,,,2.0,300.0,303.0,3,,0.7729563158491705
787,0.001,0.25,0.0,0.0,196,250,AT50,,,,,2.0,300.0,303.0,3,,0.6747232415774116
788,0.001,0.25,0.0,0.0,197,150,MTD,,,,,2.0,309.0,179.0,2,,0.7400213832588767
789,0.001,0.25,0.0,0.0,197,250,MTD,,,,,2.0,309.0,179.0,2,,0.777875682476042
790,0.001,0.25,0.0,0.0,197,150,AT50,,,,,2.0,309.0,179.0,2,,0.7521546724083678
791,0.001,0.25,0.0,0.0,197,250,AT50,,,,,2.0,309.0,179.0,2,,0.7027563375687568
792,0.001,0.25,0.0,0.0,198,150,MTD,,,,,2.0,204.0,228.0,3,,0.867236393598717
793,0.001,0.25,0.0,0.0,198,250,MTD,,,,,2.0,204.0,228.0,3,,0.7987611250730358
794,0.001,0.25,0.0,0.0,198,150,AT50,,,,,2.0,204.0,228.0,3,,0.8837066632856931
795,0.001,0.25,0.0,0.0,198,250,AT50,,,,,2.0,204.0,228.0,3,,0.7863206064515924
796,0.001,0.25,0.0,0.0,199,150,MTD,,,,,2.0,266.0,161.0,2,,0.8000241844834944
797,0.001,0.25,0.0,0.0,199,250,MTD,,,,,2.0,266.0,161.0,2,,0.6963888576006004
798,0.001,0.25,0.0,0.0,199,150,AT50,,,,,2.0,266.0,161.0,3,,0.8497610112351662
799,0.001,0.25,0.0,0.0,199,250,AT50,,,,,2.0,266.0,161.0,2,,0.6865097133592732
800,0.001,0.25,0.0,0.0,200,150,MTD,,,,,2.0,160.0,277.0,3,,0.9022487473464507
801,0.001,0.25,0.0,0.0,200,250,MTD,,,,,2.0,160.0,277.0,3,,0.8841946628865811
802,0.001,0.25,0.0,0.0,200,150,AT50,,,,,2.0,160.0,277.0,3,,0.8033810350436363
803,0.001,0.25,0.0,0.0,200,250,AT50,,,,,2.0,160.0,277.0,3,,0.7826626278207316
804,0.001,0.25,0.0,0.0,201,150,MTD,,,,,2.0,245.0,265.0,3,,0.8637367729941108
805,0.001,0.25,0.0,0.0,201,250,MTD,,,,,2.0,245.0,265.0,3,,0.7703008996318715
806,0.001,0.25,0.0,0.0,201,150,AT50,,,,,2.0,245.0,265.0,3,,0.8729904345537264
807,0.001,0.25,0.0,0.0,201,250,AT50,,,,,2.0,245.0,265.0,3,,0.7323860987807992
808,0.001,0.25,0.0,0.0,202,150,MTD,,,,,2.0,300.0,200.0,3,,0.8593432343944425
809,0.001,0.25,0.0,0.0,202,250,MTD,,,,,2.0,300.0,200.0,3,,0.7842302569305645
810,0.001,0.25,0.0,0.0,202,150,AT50,,,,,2.0,300.0,200.0,3,,0.84627372120358
811,0.001,0.25,0.0,0.0,202,250,AT50,,,,,2.0,300.0,200.0,3,,0.7261033910550495
812,0.001,0.25,0.0,0.0,203,150,MTD,,,,,3.0,216.0,134.0,3,,0.8750404233537511
813,0.001,0.25,0.0,0.0,203,250,MTD,,,,,3.0,216.0,134.0,3,,0.8216786015158565
814,0.001,0.25,0.0,0.0,203,150,AT50,,,,,3.0,216.0,134.0,3,,0.9148709876204011
815,0.001,0.25,0.0,0.0,203,250,AT50,,,,,3.0,216.0,134.0,3,,0.792228377760162
816,0.001,0.25,0.0,0.0,204,150,MTD,,,,,2.0,376.0,253.0,3,,0.7087249629971536
817,0.001,0.25,0.0,0.0,204,250,MTD,,,,,2.0,376.0,253.0,3,,0.7439700637309713
818,0.001,0.25,0.0,0.0,204,150,AT50,,,,,2.0,376.0,253.0,3,,0.7809624833741893
819,0.001,0.25,0.0,0.0,204,250,AT50,,,,,2.0,376.0,253.0,3,,0.7350198689684581
820,0.001,0.25,0.0,0.0,205,150,MTD,,,,,2.0,244.0,238.0,3,,0.8422025392706898
821,0.001,0.25,0.0,0.0,205,250,MTD,,,,,2.0,244.0,238.0,3,,0.8086675604723436
822,0.001,0.25,0.0,0.0,205,150,AT50,,,,,2.0,244.0,238.0,3,,0.8671509584534819
823,0.001,0.25,0.0,0.0,205,250,AT50,,,,,2.0,244.0,238.0,3,,0.7678848571268692
824,0.001,0.25,0.0,0.0,206,150,MTD,,,,,2.0,330.0,180.0,3,,0.7425553437517126
825,0.001,0.25,0.0,0.0,206,250,MTD,,,,,2.0,330.0,180.0,3,,0.7729668128760757
826,0.001,0.25,0.0,0.0,206,150,AT50,,,,,2.0,330.0,180.0,3,,0.8392720527899521
827,0.001,0.25,0.0,0.0,206,250,AT50,,,,,2.0,330.0,180.0,3,,0.6444165321645611
828,0.001,0.25,0.0,0.0,207,150,MTD,,,,,2.0,321.0,221.0,3,,0.7777147578502969
829,0.001,0.25,0.0,0.0,207,250,MTD,,,,,2.0,321.0,221.0,3,,0.7098689607498722
830,0.001,0.25,0.0,0.0,207,150,AT50,,,,,2.0,321.0,221.0,3,,0.8125051550619075
831,0.001,0.25,0.0,0.0,207,250,AT50,,,,,2.0,321.0,221.0,3,,0.7499805903621629
832,0.001,0.25,0.0,0.0,208,150,MTD,,,,,2.0,249.0,229.0,3,,0.8871243672945054
833,0.001,0.25,0.0,0.0,208,250,MTD,,,,,2.0,249.0,229.0,3,,0.7909475519398201
834,0.001,0.25,0.0,0.0,208,150,AT50,,,,,2.0,249.0,229.0,3,,0.8574919062443515
835,0.001,0.25,0.0,0.0,208,250,AT50,,,,,2.0,249.0,229.0,3,,0.7301849939719757
836,0.001,0.25,0.0,0.0,209,150,MTD,,,,,2.0,264.0,161.0,3,,0.8785075407058806
837,0.001,0.25,0.0,0.0,209,250,MTD,,,,,2.0,264.0,161.0,3,,0.7903239683972929
838,0.001,0.25,0.0,0.0,209,150,AT50,,,,,2.0,264.0,161.0,3,,0.8883975146129689
839,0.001,0.25,0.0,0.0,209,250,AT50,,,,,2.0,264.0,161.0,3,,0.7765319893874466
840,0.001,0.25,0.0,0.0,210,150,MTD,,,,,2.0,260.0,164.0,3,,0.8831259499684435
841,0.001,0.25,0.0,0.0,210,250,MTD,,,,,2.0,260.0,164.0,3,,0.7645972733784125
842,0.001,0.25,0.0,0.0,210,150,AT50,,,,,2.0,260.0,164.0,3,,0.9011151103856929
843,0.001,0.25,0.0,0.0,210,250,AT50,,,,,2.0,260.0,164.0,3,,0.7230437454166799
844,0.001,0.25,0.0,0.0,211,150,MTD,,,,,2.0,361.0,157.0,3,,0.8367465736751653
845,0.001,0.25,0.0,0.0,211,250,MTD,,,,,2.0,361.0,157.0,3,,0.7252525214812112
846,0.001,0.25,0.0,0.0,211,150,AT50,,,,,2.0,361.0,157.0,3,,0.8428492819437663
847,0.001,0.25,0.0,0.0,211,250,AT50,,,,,2.0,361.0,157.0,3,,0.7134659371048597
848,0.001,0.25,0.0,0.0,212,150,MTD,,,,,2.0,197.0,121.0,3,,0.8559517846400161
849,0.001,0.25,0.0,0.0,212,250,MTD,,,,,2.0,197.0,121.0,3,,0.764215217402728
850,0.001,0.25,0.0,0.0,212,150,AT50,,,,,2.0,197.0,121.0,3,,0.9174388396224398
851,0.001,0.25,0.0,0.0,212,250,AT50,,,,,2.0,197.0,121.0,3,,0.807818818372572
852,0.001,0.25,0.0,0.0,213,150,MTD,,,,,2.0,314.0,227.0,3,,0.8253120810927452
853,0.001,0.25,0.0,0.0,213,250,MTD,,,,,2.0,314.0,227.0,3,,0.8043989047873005
854,0.001,0.25,0.0,0.0,213,150,AT50,,,,,2.0,314.0,227.0,3,,0.8238731038269594
855,0.001,0.25,0.0,0.0,213,250,AT50,,,,,2.0,314.0,227.0,3,,0.8053755311960282
856,0.001,0.25,0.0,0.0,214,150,MTD,,,,,2.0,282.0,277.0,3,,0.8238545434308667
857,0.001,0.25,0.0,0.0,214,250,MTD,,,,,2.0,282.0,277.0,3,,0.7698532975925377
858,0.001,0.25,0.0,0.0,214,150,AT50,,,,,2.0,282.0,277.0,3,,0.8244792686271188
859,0.001,0.25,0.0,0.0,214,250,AT50,,,,,2.0,282.0,277.0,3,,0.7141046056734747
860,0.001,0.25,0.0,0.0,215,150,MTD,,,,,2.0,232.0,175.0,3,,0.8626354506156092
861,0.001,0.25,0.0,0.0,215,250,MTD,,,,,2.0,232.0,175.0,3,,0.7875189800519461
862,0.001,0.25,0.0,0.0,215,150,AT50,,,,,2.0,232.0,175.0,3,,0.8460111140400249
863,0.001,0.25,0.0,0.0,215,250,AT50,,,,,2.0,232.0,175.0,3,,0.7630142294744627
864,0.001,0.25,0.0,0.0,216,150,MTD,,,,,3.0,237.0,219.0,3,,0.8459605365594008
865,0.001,0.25,0.0,0.0,216,250,MTD,,,,,3.0,237.0,219.0,3,,0.7490513228984348
866,0.001,0.25,0.0,0.0,216,150,AT50,,,,,3.0,237.0,219.0,3,,0.8406765012368539
867,0.001,0.25,0.0,0.0,216,250,AT50,,,,,3.0,237.0,219.0,3,,0.7461139882369284
868,0.001,0.25,0.0,0.0,217,150,MTD,,,,,2.0,255.0,247.0,3,,0.8902194743425372
869,0.001,0.25,0.0,0.0,217,250,MTD,,,,,2.0,255.0,247.0,3,,0.7855845809781571
870,0.001,0.25,0.0,0.0,217,150,AT50,,,,,2.0,255.0,247.0,3,,0.8021972107219808
871,0.001,0.25,0.0,0.0,217,250,AT50,,,,,2.0,255.0,247.0,3,,0.7021218984294727
872,0.001,0.25,0.0,0.0,218,150,MTD,,,,,2.0,198.0,121.0,3,,0.8830293586329298
873,0.001,0.25,0.0,0.0,218,250,MTD,,,,,2.0,198.0,121.0,3,,0.8132938787383917
874,0.001,0.25,0.0,0.0,218,150,AT50,,,,,2.0,198.0,121.0,3,,0.8965773251326246
