TIdx,Time,NCells_S,NCells_R,NCells,DrugConcentration,rS,rR,mS,mR,dS,dR,dD,dt,NCycles,NAttemptedDivs,NFailedDivs,NDeaths,ReplicateId,InitSize,RFrac,TxName,Cost
0.0,0.0,5681.0,219.0,5900.0,0.0,0.027,0.0023437044230165565,0.0,0.0,2.3956235185380086E-4,2.3956235185380086E-4,0.75,1.0,0.0,0.0,0.0,0.0,1.0,0.59,0.037,0.0,0.9131961324808683
1.0,1.0,5630.0,220.0,5850.0,1.0,0.027,0.0023437044230165565,0.0,0.0,2.3956235185380086E-4,2.3956235185380086E-4,0.75,1.0,0.0,1.0,0.0,0.0,1.0,0.59,0.037,0.0,0.9131961324808683
2.0,2.0,5557.0,220.0,5777.0,1.0,0.027,0.0023437044230165565,0.0,0.0,2.3956235185380086E-4,2.3956235185380086E-4,0.75,1.0,0.0,0.0,0.0,0.0,1.0,0.59,0.037,0.0,0.9131961324808683
3.0,3.0,5494.0,220.0,5714.0,1.0,0.027,0.0023437044230165565,0.0,0.0,2.3956235185380086E-4,2.3956235185380086E-4,0.75,1.0,0.0,0.0,0.0,0.0,1.0,0.59,0.037,0.0,0.9131961324808683
4.0,4.0,5430.0,220.0,5650.0,1.0,0.027,0.0023437044230165565,0.0,0.0,2.3956235185380086E-4,2.3956235185380086E-4,0.75,1.0,0.0,0.0,0.0,0.0,1.0,0.59,0.037,0.0,0.9131961324808683
5.0,5.0,5374.0,221.0,5595.0,1.0,0.027,0.0023437044230165565,0.0,0.0,2.3956235185380086E-4,2.3956235185380086E-4,0.75,1.0,0.0,1.0,0.0,0.0,1.0,0.59,0.037,0.0,0.9131961324808683
6.0,6.0,5310.0,221.0,5531.0,1.0,0.027,0.0023437044230165565,0.0,0.0,2.3956235185380086E-4,2.3956235185380086E-4,0.75,1.0,0.0,0.0,0.0,0.0,1.0,0.59,0.037,0.0,0.9131961324808683
7.0,7.0,5263.0,222.0,5485.0,1.0,0.027,0.0023437044230165565,0.0,0.0,2.3956235185380086E-4,2.3956235185380086E-4,0.75,1.0,0.0,1.0,0.0,0.0,1.0,0.59,0.037,0.0,0.9131961324808683
8.0,8.0,5211.0,222.0,5433.0,1.0,0.027,0.0023437044230165565,0.0,0.0,2.3956235185380086E-4,2.3956235185380086E-4,0.75,1.0,0.0,0.0,0.0,0.0,1.0,0.59,0.037,0.0,0.9131961324808683
9.0,9.0,5151.0,222.0,5373.0,1.0,0.027,0.0023437044230165565,0.0,0.0,2.3956235185380086E-4,2.3956235185380086E-4,0.75,1.0,0.0,0.0,0.0,0.0,1.0,0.59,0.037,0.0,0.9131961324808683
10.0,10.0,5072.0,222.0,5294.0,1.0,0.027,0.0023437044230165565,0.0,0.0,2.3956235185380086E-4,2.3956235185380086E-4,0.75,1.0,0.0,0.0,0.0,0.0,1.0,0.59,0.037,0.0,0.9131961324808683
11.0,11.0,5019.0,223.0,5242.0,1.0,0.027,0.0023437044230165565,0.0,0.0,2.3956235185380086E-4,2.3956235185380086E-4,0.75,1.0,0.0,1.0,0.0,0.0,1.0,0.59,0.037,0.0,0.9131961324808683
12.0,12.0,4958.0,223.0,5181.0,1.0,0.027,0.0023437044230165565,0.0,0.0,2.3956235185380086E-4,2.3956235185380086E-4,0.75,1.0,0.0,0.0,0.0,0.0,1.0,0.59,0.037,0.0,0.9131961324808683
13.0,13.0,4901.0,223.0,5124.0,1.0,0.027,0.0023437044230165565,0.0,0.0,2.3956235185380086E-4,2.3956235185380086E-4,0.75,1.0,0.0,0.0,0.0,0.0,1.0,0.59,0.037,0.0,0.9131961324808683
14.0,14.0,4847.0,223.0,5070.0,1.0,0.027,0.0023437044230165565,0.0,0.0,2.3956235185380086E-4,2.3956235185380086E-4,0.75,1.0,0.0,0.0,0.0,0.0,1.0,0.59,0.037,0.0,0.9131961324808683
15.0,15.0,4784.0,223.0,5007.0,1.0,0.027,0.0023437044230165565,0.0,0.0,2.3956235185380086E-4,2.3956235185380086E-4,0.75,1.0,0.0,0.0,0.0,0.0,1.0,0.59,0.037,0.0,0.9131961324808683
16.0,16.0,4716.0,223.0,4939.0,1.0,0.027,0.0023437044230165565,0.0,0.0,2.3956235185380086E-4,2.3956235185380086E-4,0.75,1.0,0.0,0.0,0.0,0.0,1.0,0.59,0.037,0.0,0.9131961324808683
17.0,17.0,4663.0,223.0,4886.0,1.0,0.027,0.0023437044230165565,0.0,0.0,2.3956235185380086E-4,2.3956235185380086E-4,0.75,1.0,0.0,0.0,0.0,0.0,1.0,0.59,0.037,0.0,0.9131961324808683
18.0,18.0,4605.0,224.0,4829.0,1.0,0.027,0.0023437044230165565,0.0,0.0,2.3956235185380086E-4,2.3956235185380086E-4,0.75,1.0,0.0,1.0,0.0,0.0,1.0,0.59,0.037,0.0,0.9131961324808683
19.0,19.0,4557.0,225.0,4782.0,1.0,0.027,0.0023437044230165565,0.0,0.0,2.3956235185380086E-4,2.3956235185380086E-4,0.75,1.0,0.0,1.0,0.0,0.0,1.0,0.59,0.037,0.0,0.9131961324808683
20.0,20.0,4499.0,227.0,4726.0,1.0,0.027,0.0023437044230165565,0.0,0.0,2.3956235185380086E-4,2.3956235185380086E-4,0.75,1.0,0.0,2.0,0.0,0.0,1.0,0.59,0.037,0.0,0.9131961324808683
21.0,21.0,4436.0,227.0,4663.0,1.0,0.027,0.0023437044230165565,0.0,0.0,2.3956235185380086E-4,2.3956235185380086E-4,0.75,1.0,0.0,0.0,0.0,0.0,1.0,0.59,0.037,0.0,0.9131961324808683
22.0,22.0,4387.0,227.0,4614.0,1.0,0.027,0.0023437044230165565,0.0,0.0,2.3956235185380086E-4,2.3956235185380086E-4,0.75,1.0,0.0,0.0,0.0,0.0,1.0,0.59,0.037,0.0,0.9131961324808683
23.0,23.0,4325.0,227.0,4552.0,1.0,0.027,0.0023437044230165565,0.0,0.0,2.3956235185380086E-4,2.3956235185380086E-4,0.75,1.0,0.0,0.0,0.0,0.0,1.0,0.59,0.037,0.0,0.9131961324808683
24.0,24.0,4279.0,228.0,4507.0,1.0,0.027,0.0023437044230165565,0.0,0.0,2.3956235185380086E-4,2.3956235185380086E-4,0.75,1.0,0.0,1.0,0.0,0.0,1.0,0.59,0.037,0.0,0.9131961324808683
