TIdx,Time,NCells_S,NCells_R,NCells,DrugConcentration,rS,rR,mS,mR,dS,dR,dD,dt,NCycles,NAttemptedDivs,NFailedDivs,NDeaths,ReplicateId,InitSize,RFrac,TxName,Cost
0.0,0.0,7538.0,5.0,7543.0,0.0,0.027,0.017235362145561716,0.0,0.0,0.004892591874623759,0.004892591874623759,0.75,1.0,0.0,0.0,0.0,0.0,0.0,0.7543055293243988,5.90086464713784E-4,0.0,0.3616532538680846
1.0,1.0,7430.0,5.0,7435.0,1.0,0.027,0.017235362145561716,0.0,0.0,0.004892591874623759,0.004892591874623759,0.75,1.0,0.0,0.0,0.0,0.0,0.0,0.7543055293243988,5.90086464713784E-4,0.0,0.3616532538680846
2.0,2.0,7332.0,5.0,7337.0,1.0,0.027,0.017235362145561716,0.0,0.0,0.004892591874623759,0.004892591874623759,0.75,1.0,0.0,0.0,0.0,0.0,0.0,0.7543055293243988,5.90086464713784E-4,0.0,0.3616532538680846
3.0,3.0,7241.0,6.0,7247.0,1.0,0.027,0.017235362145561716,0.0,0.0,0.004892591874623759,0.004892591874623759,0.75,1.0,0.0,1.0,0.0,0.0,0.0,0.7543055293243988,5.90086464713784E-4,0.0,0.3616532538680846
4.0,4.0,7147.0,6.0,7153.0,1.0,0.027,0.017235362145561716,0.0,0.0,0.004892591874623759,0.004892591874623759,0.75,1.0,0.0,0.0,0.0,0.0,0.0,0.7543055293243988,5.90086464713784E-4,0.0,0.3616532538680846
5.0,5.0,7039.0,6.0,7045.0,1.0,0.027,0.017235362145561716,0.0,0.0,0.004892591874623759,0.004892591874623759,0.75,1.0,0.0,0.0,0.0,0.0,0.0,0.7543055293243988,5.90086464713784E-4,0.0,0.3616532538680846
6.0,6.0,6938.0,7.0,6945.0,1.0,0.027,0.017235362145561716,0.0,0.0,0.004892591874623759,0.004892591874623759,0.75,1.0,0.0,1.0,0.0,0.0,0.0,0.7543055293243988,5.90086464713784E-4,0.0,0.3616532538680846
7.0,7.0,6852.0,7.0,6859.0,1.0,0.027,0.017235362145561716,0.0,0.0,0.004892591874623759,0.004892591874623759,0.75,1.0,0.0,0.0,0.0,0.0,0.0,0.7543055293243988,5.90086464713784E-4,0.0,0.3616532538680846
8.0,8.0,6752.0,7.0,6759.0,1.0,0.027,0.017235362145561716,0.0,0.0,0.004892591874623759,0.004892591874623759,0.75,1.0,0.0,0.0,0.0,0.0,0.0,0.7543055293243988,5.90086464713784E-4,0.0,0.3616532538680846
9.0,9.0,6634.0,7.0,6641.0,1.0,0.027,0.017235362145561716,0.0,0.0,0.004892591874623759,0.004892591874623759,0.75,1.0,0.0,0.0,0.0,0.0,0.0,0.7543055293243988,5.90086464713784E-4,0.0,0.3616532538680846
10.0,10.0,6529.0,7.0,6536.0,1.0,0.027,0.017235362145561716,0.0,0.0,0.004892591874623759,0.004892591874623759,0.75,1.0,0.0,0.0,0.0,0.0,0.0,0.7543055293243988,5.90086464713784E-4,0.0,0.3616532538680846
11.0,11.0,6436.0,7.0,6443.0,1.0,0.027,0.017235362145561716,0.0,0.0,0.004892591874623759,0.004892591874623759,0.75,1.0,0.0,0.0,0.0,0.0,0.0,0.7543055293243988,5.90086464713784E-4,0.0,0.3616532538680846
