TIdx,Time,NCells_S,NCells_R,NCells,DrugConcentration,rS,rR,mS,mR,dS,dR,dD,dt,NCycles,NAttemptedDivs,NFailedDivs,NDeaths,ReplicateId,InitSize,RFrac,TxName,Cost
0.0,0.0,5681.0,219.0,5900.0,0.0,0.027,0.005273028606983548,0.0,0.0,0.0035859157563770602,0.0035859157563770602,0.75,1.0,0.0,0.0,0.0,0.0,1.0,0.59,0.037,0.0,0.8047026441857945
1.0,1.0,5599.0,223.0,5822.0,1.0,0.027,0.005273028606983548,0.0,0.0,0.0035859157563770602,0.0035859157563770602,0.75,1.0,0.0,4.0,0.0,0.0,1.0,0.59,0.037,0.0,0.8047026441857945
2.0,2.0,5508.0,224.0,5732.0,1.0,0.027,0.005273028606983548,0.0,0.0,0.0035859157563770602,0.0035859157563770602,0.75,1.0,0.0,1.0,0.0,0.0,1.0,0.59,0.037,0.0,0.8047026441857945
3.0,3.0,5426.0,224.0,5650.0,1.0,0.027,0.005273028606983548,0.0,0.0,0.0035859157563770602,0.0035859157563770602,0.75,1.0,0.0,0.0,0.0,0.0,1.0,0.59,0.037,0.0,0.8047026441857945
4.0,4.0,5350.0,223.0,5573.0,1.0,0.027,0.005273028606983548,0.0,0.0,0.0035859157563770602,0.0035859157563770602,0.75,1.0,0.0,1.0,0.0,2.0,1.0,0.59,0.037,0.0,0.8047026441857945
5.0,5.0,5276.0,222.0,5498.0,1.0,0.027,0.005273028606983548,0.0,0.0,0.0035859157563770602,0.0035859157563770602,0.75,1.0,0.0,0.0,0.0,1.0,1.0,0.59,0.037,0.0,0.8047026441857945
6.0,6.0,5182.0,223.0,5405.0,1.0,0.027,0.005273028606983548,0.0,0.0,0.0035859157563770602,0.0035859157563770602,0.75,1.0,0.0,1.0,0.0,0.0,1.0,0.59,0.037,0.0,0.8047026441857945
7.0,7.0,5108.0,222.0,5330.0,1.0,0.027,0.005273028606983548,0.0,0.0,0.0035859157563770602,0.0035859157563770602,0.75,1.0,0.0,0.0,0.0,1.0,1.0,0.59,0.037,0.0,0.8047026441857945
8.0,8.0,5037.0,223.0,5260.0,1.0,0.027,0.005273028606983548,0.0,0.0,0.0035859157563770602,0.0035859157563770602,0.75,1.0,0.0,2.0,0.0,1.0,1.0,0.59,0.037,0.0,0.8047026441857945
9.0,9.0,4964.0,228.0,5192.0,1.0,0.027,0.005273028606983548,0.0,0.0,0.0035859157563770602,0.0035859157563770602,0.75,1.0,0.0,5.0,0.0,0.0,1.0,0.59,0.037,0.0,0.8047026441857945
10.0,10.0,4867.0,227.0,5094.0,1.0,0.027,0.005273028606983548,0.0,0.0,0.0035859157563770602,0.0035859157563770602,0.75,1.0,0.0,1.0,0.0,2.0,1.0,0.59,0.037,0.0,0.8047026441857945
11.0,11.0,4791.0,227.0,5018.0,1.0,0.027,0.005273028606983548,0.0,0.0,0.0035859157563770602,0.0035859157563770602,0.75,1.0,0.0,2.0,2.0,0.0,1.0,0.59,0.037,0.0,0.8047026441857945
