TIdx,Time,NCells_S,NCells_R,NCells,DrugConcentration,rS,rR,mS,mR,dS,dR,dD,dt,NCycles,NAttemptedDivs,NFailedDivs,NDeaths,ReplicateId,InitSize,RFrac,TxName,Cost
0.0,0.0,5681.0,219.0,5900.0,0.0,0.027,0.015714689920379853,0.0,0.0,0.012662154049703288,0.012662154049703288,0.75,1.0,0.0,0.0,0.0,0.0,0.0,0.59,0.037,0.0,0.4179744473933388
1.0,1.0,5518.0,225.0,5743.0,1.0,0.027,0.015714689920379853,0.0,0.0,0.012662154049703288,0.012662154049703288,0.75,1.0,0.0,7.0,0.0,1.0,0.0,0.59,0.037,0.0,0.4179744473933388
2.0,2.0,5370.0,223.0,5593.0,1.0,0.027,0.015714689920379853,0.0,0.0,0.012662154049703288,0.012662154049703288,0.75,1.0,0.0,4.0,1.0,5.0,0.0,0.59,0.037,0.0,0.4179744473933388
3.0,3.0,5243.0,219.0,5462.0,1.0,0.027,0.015714689920379853,0.0,0.0,0.012662154049703288,0.012662154049703288,0.75,1.0,0.0,3.0,1.0,6.0,0.0,0.59,0.037,0.0,0.4179744473933388
4.0,4.0,5117.0,217.0,5334.0,1.0,0.027,0.015714689920379853,0.0,0.0,0.012662154049703288,0.012662154049703288,0.75,1.0,0.0,4.0,2.0,4.0,0.0,0.59,0.037,0.0,0.4179744473933388
5.0,5.0,5003.0,213.0,5216.0,1.0,0.027,0.015714689920379853,0.0,0.0,0.012662154049703288,0.012662154049703288,0.75,1.0,0.0,0.0,0.0,4.0,0.0,0.59,0.037,0.0,0.4179744473933388
6.0,6.0,4881.0,212.0,5093.0,1.0,0.027,0.015714689920379853,0.0,0.0,0.012662154049703288,0.012662154049703288,0.75,1.0,0.0,3.0,0.0,4.0,0.0,0.59,0.037,0.0,0.4179744473933388
7.0,7.0,4734.0,212.0,4946.0,1.0,0.027,0.015714689920379853,0.0,0.0,0.012662154049703288,0.012662154049703288,0.75,1.0,0.0,1.0,0.0,1.0,0.0,0.59,0.037,0.0,0.4179744473933388
8.0,8.0,4615.0,212.0,4827.0,1.0,0.027,0.015714689920379853,0.0,0.0,0.012662154049703288,0.012662154049703288,0.75,1.0,0.0,2.0,0.0,2.0,0.0,0.59,0.037,0.0,0.4179744473933388
9.0,9.0,4529.0,209.0,4738.0,1.0,0.027,0.015714689920379853,0.0,0.0,0.012662154049703288,0.012662154049703288,0.75,1.0,0.0,1.0,0.0,4.0,0.0,0.59,0.037,0.0,0.4179744473933388
